,licence_num,licensee_name,building_name,block_house_num,level_num,unit_num,street_name,postal_code,group,address,long_lat
94,W02091K000,NTUC Fairprice Co-operative Ltd,ROCHOR CENTRE,1,1,640,ROCHOR ROAD,180001,0,1 ROCHOR ROAD,"Rochor Road, Clarke Quay, Suntec City, Singapore, Central, 189720, Singapore"
95,CE15198A000,DEARN KAPAG PTE. LTD.,GOLDEN MILE COMPLEX,5001,1,36,BEACH ROAD,199588,-1,5001 BEACH ROAD,"Beach Road, Bondi Beach, Sydney, Waverley, NSW, 2026, Australia"
96,CE12096L000,SHENG SIONG SUPERMARKET PTE LTD,NEW WORLD CENTRE,1,B1,44621,JALAN BERSEH,209037,2,1 JALAN BERSEH,"UOB, 1, Jalan Berseh, Little India, Singapore, Central, 209037, Singapore"
97,CE04136B000,SHENG SIONG SUPERMARKET PTE LTD,na,2,B2,1,SERANGOON ROAD,218227,2,2 SERANGOON ROAD,"Serangoon Road, Little India, Singapore, Central, 218153, Singapore"
98,E02140N000,SHENG SIONG SUPERMARKET PTE LTD,NEW WORLD CENTRE,1,B1,2,JALAN BERSEH,209037,2,1 JALAN BERSEH,"UOB, 1, Jalan Berseh, Little India, Singapore, Central, 209037, Singapore"
99,CE15F83X000,PARDESHI PTE. LTD.,na,60,na,0,DESKER ROAD,209586,-1,60 DESKER ROAD,"60, Desker Road, Little India, Singapore, Central, 200642, Singapore"
100,W02075K000,COLD STORAGE SINGAPORE (1983) PTE LTD,BUGIS JUNCTION,230,B1,16,VICTORIA STREET,188024,1,230 VICTORIA STREET,"230, Victoria Street, Springhill, Municipality of the County of Cumberland, Cumberland County, Nova Scotia, B0M 1X0, Canada"
101,CE11H82X000,"JEWISH WELFARE BOARD, SINGAPORE",JEWISH SYNAGOGUE,24,2,1,WATERLOO STREET,187950,-1,24 WATERLOO STREET,"Waterloo Street, Clarke Quay, Bras Basah, Singapore, Central, 187958, Singapore"
102,CE16445A000,MAHOTA FOOD PTE. LTD.,KITCHENER COMPLEX,809,3,31,FRENCH ROAD,200809,-1,809 FRENCH ROAD,"French Road, Wade, Detroit, Wayne County, Michigan, 48213, USA"
103,W03142N000,MUSTAFA HOLDINGS PTE LTD,na,147,na,0,SYED ALWI ROAD,207706,-1,147 SYED ALWI ROAD,"Mustafa Centre, 147, Syed Alwi Road, Little India, Singapore, Central, 218108, Singapore"
104,CE13Z98K000,NTUC Fairprice Co-operative Ltd,KITCHENER COMPLEX,808,1,1,FRENCH ROAD,200808,0,808 FRENCH ROAD,"French Road, Wade, Detroit, Wayne County, Michigan, 48213, USA"
105,CE14G73B000,COLD STORAGE SINGAPORE (1983) PTE LTD,APERIA,12,1,47,KALLANG AVENUE,339511,1,12 KALLANG AVENUE,"Boulder+, 12, Kallang Avenue, Farrer Park Gardens, Kallang, Singapore, Central, 339511, Singapore"
106,CE09H10X000,NTUC Fairprice Co-operative Ltd,CITY SQUARE MALL,180,B1,42652,KITCHENER ROAD,208539,0,180 KITCHENER ROAD,"180, Kitchener Road, Milford, Devonport-Takapuna, Auckland, 0620, New Zealand/Aotearoa"
107,CE15H95V000,SONG FISH DEALER PTE LTD,CITY SQUARE MALL,180,B1,7,KITCHENER ROAD,208539,-1,180 KITCHENER ROAD,"180, Kitchener Road, Milford, Devonport-Takapuna, Auckland, 0620, New Zealand/Aotearoa"
108,E02042P000,PRIME SUPERMARKET LIMITED?,na,803,1,154,KING GEORGE'S AVENUE,200803,3,803 KING GEORGE'S AVENUE,"UOB, 803, King George's Avenue, Kallang, Singapore, Central, 200803, Singapore"
109,CE12546B000,SHENG SIONG SUPERMARKET PTE LTD,"#01-02, #02-01/02/03/04/05 BCH@301",301,na,0,GEYLANG ROAD,389344,2,301 GEYLANG ROAD,"Geylang Road, Geylang, Mei Hwan, Southeast, 389659, Singapore"
110,CE07D83B000,NTUC Fairprice Co-operative Ltd,MULTI STOREY CAR PARK,5,1,5,UPPER BOON KENG ROAD,380005,0,5 UPPER BOON KENG ROAD,"UOB, 5, Upper Boon Keng Road, Kallang Heights, Mei Hwan, Southeast, 380005, Singapore"
111,E73010V000,SHENG SIONG SUPERMARKET PTE LTD,na,11,1,901,UPPER BOON KENG ROAD,380011,2,11 UPPER BOON KENG ROAD,"Ban Soon Bicycle Shop, 11, Upper Boon Keng Road, Mei Hwan, Southeast, 380011, Singapore"
112,CE05295K000,NTUC Fairprice Co-operative Ltd,na,71,2,531,KALLANG BAHRU,330071,0,71 KALLANG BAHRU,"NTUC FairPrice, 71, Kallang Bahru, Farrer Park Gardens, Kallang, Singapore, Central, 330071, Singapore"
113,CE14Q85A000,B & S MINI MART PTE. LTD.,na,310,na,0,GEYLANG ROAD,389349,-1,310 GEYLANG ROAD,"Geylang Road, Geylang, Mei Hwan, Southeast, 389659, Singapore"
114,CE10085L000,PRB TRADING PTE. LTD.,#B1-01 & #01-01,230,na,0,GEYLANG ROAD,389290,-1,230 GEYLANG ROAD,"Geylang Road, Geylang, Mei Hwan, Southeast, 389659, Singapore"
115,CE09744N000,YEO HOCK HENG,na,5,na,0,ALJUNIED ROAD,389797,-1,5 ALJUNIED ROAD,"Aljunied Road, Kallang Way, Mei Hwan, Southeast, 158901, Singapore"
116,CE14M81K000,MONAKO ASIA PTE. LTD.,na,1,1,1,LORONG 15 GEYLANG,388595,-1,1 LORONG 15 GEYLANG,"Lorong 15 Geylang, Geylang, Mei Hwan, Southeast, 387440, Singapore"
117,W02065N000,COLD STORAGE SINGAPORE (1983) PTE LTD,UNITED SQUARE,101,B1,52,THOMSON ROAD,307591,1,101 THOMSON ROAD,"Thomson Road, Bishan, Singapore, Central, 574623, Singapore"
118,CE07863X000,I-TEC SUPERMART PTE LTD,na,371,na,0,SERANGOON ROAD,218120,-1,371 SERANGOON ROAD,"Serangoon Road, Farrer Park Gardens, Little India, Singapore, Central, 218842, Singapore"
119,CE04558K000,SHENG SIONG SUPERMARKET PTE LTD,na,108,1,295,MCNAIR ROAD,321108,2,108 MCNAIR ROAD,"108, McNair Road, Court House, Arlington, Arlington County, Virginia, 22211, USA"
120,CE07320C000,NTUC Fairprice Co-operative Ltd,na,43,1,15,CAMBRIDGE ROAD,210043,0,43 CAMBRIDGE ROAD,"43, Cambridge Road, Tendring, Essex, East of England, England, CO15 3QL, UK"
121,CE08H32N000,NTUC Fairprice Co-operative Ltd,na,80,1,191,LORONG LIMAU,320080,0,80 LORONG LIMAU,"UOB, 80, Lorong Limau, Farrer Park Gardens, Whampoa, Singapore, Central, 320080, Singapore"
122,CE12695A000,HAO MART PTE. LTD.,na,74,1,332,WHAMPOA DRIVE,320074,-1,74 WHAMPOA DRIVE,"74, Whampoa Drive, Farrer Park Gardens, Whampoa, Singapore, Central, 327737, Singapore"
123,W86178J000,AMISTA INTERNATIONAL PTE. LTD.,na,684,1,300,RACE COURSE ROAD,210684,-1,684 RACE COURSE ROAD,"684, Race Course Road, Warrenton, Fauquier County, Virginia, 20186, USA"
124,CE09H21L000,SEMPER FIDELIS FINE FOODS PRIVATE LIMITED,OKIO,262,1,4,BALESTIER ROAD,329714,-1,262 BALESTIER ROAD,"Balestier Road, Farrer Park Gardens, Balestier, Singapore, Central, 329901, Singapore"
125,CE15577J000,COLD STORAGE SINGAPORE (1983) PTE LTD,ORCHARD HOTEL,442,B1,42675,ORCHARD ROAD,238879,1,442 ORCHARD ROAD,"442, Orchard Road, Mendon, Rutland County, Vermont, 05701, USA"
126,CE08808B000,SWISS BUTCHERY PTE LTD,na,56,1,2,TANGLIN ROAD,247964,-1,56 TANGLIN ROAD,"Tanglin Post Office, 56, Tanglin Road, Tanglin, Singapore, Central, 247964, Singapore"
127,CE13539N000,SUPERNATURE PTE LTD,#B1-05/06/07/08/09 FORUM,583,na,0,ORCHARD ROAD,238884,-1,583 ORCHARD ROAD,"583, Orchard Road, Mendon, Rutland County, Vermont, 05701, USA"
128,W02073N000,COLD STORAGE SINGAPORE (1983) PTE LTD,TANGLIN MALL,163,B1,42431,TANGLIN ROAD,247933,1,163 TANGLIN ROAD,"Market Place, 163, Tanglin Road, Tanglin, Singapore, Central, 247933, Singapore"
129,CE10B87J000,COLD STORAGE SINGAPORE (1983) PTE LTD,ALOCASSIA APARTMENTS,383,1,09A,BUKIT TIMAH ROAD,259727,1,383 BUKIT TIMAH ROAD,"Bukit Timah Road, Farrer Park Gardens, Newton Circus, Singapore, Central, 229899, Singapore"
130,W02079B000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,1,B1-,41,CLAYMORE DRIVE,229594,1,1 CLAYMORE DRIVE,"Jason's, The Gourmet Grocer, 1, Claymore Drive, Robertson Quay, Orchard, Singapore, Central, 229594, Singapore"
131,W02078C000,ISETAN (SINGAPORE) LIMITED?,SHAW HOUSE,350,B1,0,ORCHARD ROAD,238868,-1,350 ORCHARD ROAD,"350, Orchard Road, Mendon, Rutland County, Vermont, 05701, USA"
132,CE11M39P000,NTUC Fairprice Co-operative Ltd,#B1-03/07 & #B1-10 SCOTTS SQUARE,6,na,0,SCOTTS ROAD,228209,0,6 SCOTTS ROAD,"6, Scotts Road, Gulich Township, Clearfield County, Pennsylvania, 16651, USA"
133,W02070V000,COLD STORAGE SINGAPORE (1983) PTE LTD,THE PARAGON,290,B1,14/15,ORCHARD ROAD,238859,1,290 ORCHARD ROAD,"290, Orchard Road, Sherman, Grayson County, Texas, 75020, USA"
134,W02096A000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,81,2,18,CLEMENCEAU AVENUE,239917,1,81 CLEMENCEAU AVENUE,"Temple Cellars, 81, Clemenceau Avenue, Robertson Quay, City Hall, Singapore, Central, 239917, Singapore"
135,W02239E000,NTUC Fairprice Co-operative Ltd,ORCHARD GRAND COURT,131,1,"01,02",KILLINEY ROAD,239571,0,131 KILLINEY ROAD,"NTUC FairPrice 24hr, 131, Killiney Road, Robertson Quay, Orchard, Singapore, Central, 239571, Singapore"
136,W02088A000,COLD STORAGE SINGAPORE (1983) PTE LTD,PLAZA SINGAPURA,68,B2,15/16,ORCHARD ROAD,238839,1,68 ORCHARD ROAD,"68, Orchard Road, Craigleith, Edinburgh, City of Edinburgh, Scotland, EH4 2EP, UK"
137,W02094C000,MEIDI-YA SINGAPORE CO (PTE) LTD,LIANG COURT SHOPPING CENTRE,177,B1,17,RIVER VALLEY ROAD,179030,-1,177 RIVER VALLEY ROAD,"7eleven, 177, River Valley Road, Clarke Quay, City Hall, Singapore, Central, 179030, Singapore"
138,W92120K000,THE BUTCHER (SINGAPORE) PTE. LTD.,na,11,na,0,MOHAMED SULTAN ROAD,239010,-1,11 MOHAMED SULTAN ROAD,"Modern Cuisine, 11, Mohamed Sultan Road, Robertson Quay, Outram, Singapore, Central, 239010, Singapore"
139,CE10338J000,COLD STORAGE SINGAPORE (1983) PTE LTD,RIPLEONE SOMERSET (UNIT:#01-04/04A/05/06/07/08/09),111,na,0,SOMERSET ROAD,238164,1,111 SOMERSET ROAD,"Somerset Road, Robertson Quay, Orchard, Singapore, Central, 238858, Singapore"
140,CE12I36P000,COLD STORAGE SINGAPORE (1983) PTE LTD,ION ORCHARD,2,B4,17/19,ORCHARD TURN,238801,1,2 ORCHARD TURN,"Sing Post, 2, Orchard Turn, Robertson Quay, Orchard, Singapore, Central, 238877, Singapore"
141,W02071X000,COLD STORAGE SINGAPORE (1983) PTE LTD,NGEE ANN CITY TOWER A,391A,B2,1,ORCHARD ROAD,238873,1,391A ORCHARD ROAD,"391, Orchard Road, Mendon, Rutland County, Vermont, 05701, USA"
142,SE14441L000,NTUC Fairprice Co-operative Ltd,POTONG PASIR COMMUNITY CENTRE,6,1,1,POTONG PASIR AVENUE 2,358361,0,6 POTONG PASIR AVENUE 2,"Potong Pasir Community Club, 6, Potong Pasir Avenue 2, Potong Pasir, Mei Hwan, Southeast, 358361, Singapore"
143,SE06616X000,LIN POH LING,na,212,1,43/45,LORONG 8 TOA PAYOH,310212,-1,212 LORONG 8 TOA PAYOH,"Lorong 8 Toa Payoh, Toa Payoh, Singapore, Central, 310013, Singapore"
144,NE06429X000,COLD STORAGE SINGAPORE (1983) PTE LTD,MULTI STOREY CAR PARK,266,1,2,COMPASSVALE BOW,540266,1,266 COMPASSVALE BOW,"Compassvale Bow, Sengkang, Northeast, 541266, Singapore"
145,NE08150C000,NTUC Fairprice Co-operative Ltd,UNIT 01,BLK 277C,1,13,COMPASSVALE LINK,543277,0,BLK 277C COMPASSVALE LINK,
146,NE16139A000,COLD STORAGE SINGAPORE (1983) PTE LTD,LOYANG POINT,259,1,27,PASIR RIS STREET 21,510259,1,259 PASIR RIS STREET 21,"UOB, 259, Pasir Ris Street 21, Pasir Ris, Northeast, 510259, Singapore"
147,CE15695V000,NTUC Fairprice Co-operative Ltd,MULTI STOREY CAR PARK,279,1,6,SENGKANG EAST AVENUE,540279,0,279 SENGKANG EAST AVENUE,"NTUC FairPrice, 279, Sengkang East Avenue, Sengkang, Northeast, 540279, Singapore"
148,NE15760A000,RAW MARKET PTE. LTD.,SEASTRAND,11,1,48,PASIR RIS LINK,518180,-1,11 PASIR RIS LINK,"Pasir Ris Link, Pasir Ris, Northeast, 518160, Singapore"
149,NE15707K000,AZMI SHOP PTE. LTD.,PALM ISLES,42,1,77,FLORA DRIVE,506867,-1,42 FLORA DRIVE,"42, Flora Drive, Innisfil, Simcoe County, Ontario, L9S 2G3, Canada"
150,S02054E000,NTUC Fairprice Co-operative Ltd,RIVERVALE MALL,11,3,1,RIVERVALE CRESCENT,545082,0,11 RIVERVALE CRESCENT,"UOB, 11, Rivervale Crescent, Punggol, Northeast, 545082, Singapore"
151,S02055C000,NTUC Fairprice Co-operative Ltd,RIVERVALE PLAZA,118,1,8,RIVERVALE DRIVE,540118,0,118 RIVERVALE DRIVE,"Rivervale Drive, Sengkang, Northeast, 540118, Singapore"
152,NE15476B000,NTUC Fairprice Co-operative Ltd,na,308C,1,352,PUNGGOL WALK,823308,0,308C PUNGGOL WALK,"UOB, 308C, Punggol Walk, Punggol, Northeast, 823308, Singapore"
153,S02151E000,PRIME SUPERMARKET LIMITED?,na,263,1,1,COMPASSVALE STREET,540263,3,263 COMPASSVALE STREET,"263, Compassvale Street, Sengkang, Northeast, 540263, Singapore"
154,NE15211C000,SHENG SIONG SUPERMARKET PTE LTD,PUNGGOL PARCVISTA,312A,1,4,SUMANG LINK,821312,2,312A SUMANG LINK,"Punggol ParcVista, 312A, Sumang Link, Punggol, Northeast, 821312, Singapore"
155,NE15440C000,U STARS SUPERMARKET PTE. LTD.,MULTI STOREY CAR PARK,261,1,2,PUNGGOL WAY,820261,-1,261 PUNGGOL WAY,"Punggol Way, Sengkang, Northeast, 820130, Singapore"
156,NE12I65N000,LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.,PUNGGOL REGALIA,273C,1,884,PUNGGOL PLACE,823273,-1,273C PUNGGOL PLACE,"Punggol Regalia, 273C, Punggol Place, Punggol, Northeast, 823273, Singapore"
157,NE12B79A000,NTUC Fairprice Co-operative Ltd,na,612,1,6,PUNGGOL DRIVE,820612,0,612 PUNGGOL DRIVE,"Punggol Drive, Punggol, Northeast, 820061, Singapore"
158,NE15762X000,NTUC Fairprice Co-operative Ltd,WATERWAY POINT,83,B2,32,PUNGGOL CENTRAL,828761,0,83 PUNGGOL CENTRAL,"Punggol central, Sengkang, Northeast, 821256, Singapore"
159,NE09359K000,SHENG SIONG SUPERMARKET PTE LTD,MULTI STOREY CAR PARK,301,1,1,PUNGGOL CENTRAL,820301,2,301 PUNGGOL CENTRAL,"Punggol Central, Punggol, Northeast, 820301, Singapore"
160,NE15611B000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,671,2,1,EDGEFIELD PLAINS,820671,1,671 EDGEFIELD PLAINS,"Giant, 671, Edgefield Plains, Punggol, Northeast, 820671, Singapore"
161,NE04107V000,NTUC Fairprice Co-operative Ltd,PUNGGOL PLAZA,168,3,1,PUNGGOL FIELD,820168,0,168 PUNGGOL FIELD,"Punggol Field, Punggol, Northeast, 820168, Singapore"
162,S02127E000,PRIME SUPERMARKET LIMITED?,na,108,1,2,PUNGGOL FIELD,820108,3,108 PUNGGOL FIELD,"Punggol Field, Sengkang, Northeast, 821227, Singapore"
163,NE13M11K000,COLD STORAGE SINGAPORE (1983) PTE LTD,PUNGGOL SPECTRA,622D,1,6,PUNGGOL CENTRAL,824622,1,622D PUNGGOL CENTRAL,"Punggol central, Sengkang, Northeast, 821256, Singapore"
164,NE10113B000,ANG MO SUPERMARKET PTE LTD,na,639,1,1,PUNGGOL DRIVE,820639,-1,639 PUNGGOL DRIVE,"Kopitiam, 639, Punggol Drive, Punggol, Northeast, 820639, Singapore"
165,NE15276N000,SHENG SIONG SUPERMARKET PTE LTD,COSTA RIS,527D,1,1,PASIR RIS STREET 51,514527,2,527D PASIR RIS STREET 51,"Pasir Ris Street 51, Pasir Ris, Northeast, 510544, Singapore"
166,NE07474A000,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT HYPERMARKETS,21,na,0,TAMPINES NORTH DRIVE 2,528765,1,21 TAMPINES NORTH DRIVE 2,"UOB, 21, Tampines North Drive 2, Pasir Ris, Northeast, 528795, Singapore"
167,NE04092A000,GOLDEN BAMBOO BROS SUPERMART PTE LTD,ELIAS MALL,625,1,302,ELIAS ROAD,510625,-1,625 ELIAS ROAD,"7-Eleven, 625, Elias Road, Pasir Ris, Northeast, 510625, Singapore"
168,S02034N000,NTUC Fairprice Co-operative Ltd,na,1,B1,10,PASIR RIS CENTRAL STREET 3,518457,0,1 PASIR RIS CENTRAL STREET 3,"White Sands, 1, Pasir Ris Central Street 3, Pasir Ris, Northeast, 518457, Singapore"
169,S98084K000,NTUC Fairprice Co-operative Ltd,(PASIR RIS 734 NEW MARKET),734,1,37,PASIR RIS STREET 72,510734,0,734 PASIR RIS STREET 72,"NTUC, 734, Pasir Ris Street 72, Pasir Ris, Northeast, 510723, Singapore"
170,NE08058P000,NTUC Fairprice Co-operative Ltd,PASIR RIS NTUC RESORT,1,2,127,PASIR RIS CLOSE,519599,0,1 PASIR RIS CLOSE,"D’Resort @ Downtown East, 1, Pasir Ris Close, Pasir Ris, Northeast, 519599, Singapore"
171,NE04023C000,SHENG SIONG SUPERMARKET PTE LTD,LOYANG POINT,258,1,333,PASIR RIS STREET 21,510258,2,258 PASIR RIS STREET 21,"Pasir Ris Street 21, Pasir Ris, Northeast, 510266, Singapore"
172,S02033P000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,440,1,1,PASIR RIS DRIVE 4,510440,1,440 PASIR RIS DRIVE 4,"UOB, 440, Pasir Ris Drive 4, Pasir Ris, Northeast, 510440, Singapore"
173,S02052K000,NTUC Fairprice Co-operative Ltd,na,475,1,145,TAMPINES STREET 44,520475,0,475 TAMPINES STREET 44,"NTUC, 475, Tampines Street 44, Tampines, Northeast, 520471, Singapore"
174,NE15002X000,SHENG SIONG SUPERMARKET PTE LTD,S11 COURT,506,1,361,TAMPINES CENTRAL 1,520506,2,506 TAMPINES CENTRAL 1,"UOB, 506, Tampines Central 1, Tampines, Northeast, 520506, Singapore"
175,S02036K000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,9,1,30,TAMPINES STREET 32,529286,1,9 TAMPINES STREET 32,"Tampines Street 32, Tampines, Northeast, 520309, Singapore"
176,S02037J000,YES SUPERMARKET PTE LTD,na,201B,1,1091,TAMPINES STREET 21,522201,-1,201B TAMPINES STREET 21,"UOB, 201B, Tampines Street 21, Tampines, Northeast, 522201, Singapore"
177,NE09341J000,NTUC Fairprice Co-operative Ltd,CENTURY SQUARE,2,B1,42589,TAMPINES CENTRAL 5,529509,0,2 TAMPINES CENTRAL 5,"Pasir Ris Dr 12/Tampines Av 10, Tampines Expressway, Pasir Ris, Northeast, 510759, Singapore"
178,S02039C000,NTUC Fairprice Co-operative Ltd,TAMPINES MALL,4,B1,12,TAMPINES CENTRAL 5,529510,0,4 TAMPINES CENTRAL 5,"Pasir Ris Dr 12/Tampines Av 10, Tampines Expressway, Pasir Ris, Northeast, 510759, Singapore"
179,NE09027A000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,10,B1,42401,TAMPINES CENTRAL 1,529536,1,10 TAMPINES CENTRAL 1,"Tampines Central 1, Tampines, Northeast, 520501, Singapore"
180,NE04114A000,NTUC Fairprice Co-operative Ltd,TAMPINES CENTRAL COMMUNITY COMPLEX,866A,1,1,TAMPINES STREET 83,521866,0,866A TAMPINES STREET 83,"Tampines Central Community Club, 866A, Tampines Street 83, Tampines, Northeast, 521866, Singapore"
181,NE04047K000,NTUC Fairprice Co-operative Ltd,na,138,1,136,TAMPINES STREET 11,521138,0,138 TAMPINES STREET 11,"UOB, 138, Tampines Street 11, Northeast, 520138, Singapore"
182,S02053J000,NTUC Fairprice Co-operative Ltd,na,107,1,353/9,TAMPINES STREET 11,521107,0,107 TAMPINES STREET 11,"Iskina Cebu @ Tampines, 107, Tampines Street 11, Tampines, Northeast, 521107, Singapore"
183,NE12J52X000,YES SUPERMARKET PTE LTD,na,138,1,110,TAMPINES STREET 11,521138,-1,138 TAMPINES STREET 11,"UOB, 138, Tampines Street 11, Northeast, 520138, Singapore"
184,NE10213X000,SHAHUL HAMEED S/O ABDUSALAM,na,280,1,244,TAMPINES STREET 22,520280,-1,280 TAMPINES STREET 22,"280, Tampines Street 22, Northeast, 520280, Singapore"
185,NE04155C000,YES SUPERMARKET PTE LTD,na,na,na,0,na,0na,-1,na na,"N.N., Senden, Kreis Coesfeld, Regierungsbezirk Münster, Nordrhein-Westfalen, Deutschland"
186,S02040X000,PRIME SUPERMARKET LIMITED?,na,823,1,160,TAMPINES STREET 81,520823,3,823 TAMPINES STREET 81,"UOB, 823, Tampines Street 81, Tampines, Northeast, 520823, Singapore"
187,S02038E000,COLD STORAGE SINGAPORE (1983) PTE LTD,na,829,1,284/8,TAMPINES STREET 81,520829,1,829 TAMPINES STREET 81,"UOB, 829, Tampines Street 81, Tampines, Northeast, 520829, Singapore"
188,S02049A000,NTUC Fairprice Co-operative Ltd,na,745,1,3015,BEDOK RESERVOIR ROAD,470745,0,745 BEDOK RESERVOIR ROAD,"Bedok Reservoir Road, Kaki Bukit, Northeast, 470701, Singapore"
189,S02048B000,SHENG SIONG SUPERMARKET PTE LTD,MULTI STOREY CAR PARK,739A,1,1,BEDOK RESERVOIR ROAD,471739,2,739A BEDOK RESERVOIR ROAD,"Bedok Reservoir Road, Kaki Bukit, Northeast, 470701, Singapore"
190,E79179V000,MELON SUPERMARKET PTE LTD,na,510,1,33,BEDOK NORTH STREET 3,460510,-1,510 BEDOK NORTH STREET 3,"UOB, 510, Bedok North Street 3, Simpang Bedok, Bedok, Southeast, 460510, Singapore"
